# Pathway	SRR5983287.clean.concat_Abundance-CPM	SRR5983306.clean.concat_Abundance-CPM	SRR5983438.clean.concat_Abundance-CPM	SRR5983451.clean.concat_Abundance-CPM	SRR5983464.clean.concat_Abundance-CPM
PWY-6609: adenine and adenosine salvage III|g__Eubacterium.s__Eubacterium_sp_36_13	0	0	0	1.83244	0
PWY-6609: adenine and adenosine salvage III|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	9.11301	0
PWY-6609: adenine and adenosine salvage III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	2.89607	0	23.173	52.2226
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	12.8408	0	0	1.56784	0
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0	0	0	1.36636	0
PWY-6609: adenine and adenosine salvage III|g__Flavonifractor.s__Flavonifractor_plautii	15.9177	3.14286	1.91122	0	4.38764
PWY-6609: adenine and adenosine salvage III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	2.35537	0	5.25038	0
PWY-6609: adenine and adenosine salvage III|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	2.39256	0
PWY-6609: adenine and adenosine salvage III|g__Hungatella.s__Hungatella_hathewayi	0	6.41868	0	1.47092	0
PWY-6609: adenine and adenosine salvage III|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	2.82136	0
PWY-6609: adenine and adenosine salvage III|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	4.1156	0
PWY-6609: adenine and adenosine salvage III|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	4.43742	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lachnoclostridium.s__Clostridium_symbiosum	4.06019	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	3.75486	9.10492	0
PWY-6609: adenine and adenosine salvage III|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	11.7208	11.1573	0
PWY-6609: adenine and adenosine salvage III|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	3.6614	0
PWY-6609: adenine and adenosine salvage III|g__Oscillibacter.s__Oscillibacter_sp_CAG_241	0	0	1.67053	0	0
PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_distasonis	0	1.7203	10.924	2.43416	16.3814
PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_merdae	5.64243	0	10.2148	2.33136	6.94735
PWY-6609: adenine and adenosine salvage III|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	2.83097	0	0
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_faecis	19.1542	1.66324	2.28606	1.45573	0
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_hominis	0	0	1.54458	0	0
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_intestinalis	68.6117	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_sp_CAG_100	6.94952	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	2.08883	0	0
PWY-6609: adenine and adenosine salvage III|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	7.9431
PWY-6609: adenine and adenosine salvage III|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	4.2678	0	0
PWY-6609: adenine and adenosine salvage III|g__Ruminococcus.s__Ruminococcus_sp_CAG_330	0	0	0	1.15477	0
PWY-6609: adenine and adenosine salvage III|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	5.80405	1.26598	0
PWY-6609: adenine and adenosine salvage III|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	18.7013	0
PWY-6609: adenine and adenosine salvage III|unclassified	24.7175	24.1573	21.0076	46.0817	84.1815
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	45.3283	34.5795	11.5883
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	8.94035	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	5.36651	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	69.5517	52.7139	220.273	189.155	140.519
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	5.23455	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	3.74768	0	9.70558	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	22.6798	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.76683	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	18.3328	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.507613	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	7.03425	0	1.23065	13.2096	0
PWY-6629: superpathway of L-tryptophan biosynthesis	422.564	271.596	416.268	279.362	282.219
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	5.22732	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	8.61906	0	10.5499
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	6.34928	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	22.1263	0.613208	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	27.3417	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	68.633	12.7131	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.02849	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	31.8275	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	1.76837	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	3.21241	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.62207	7.76683	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	5.05681	1.98561	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_faecis	13.8061	2.66597	0	1.89792	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_intestinalis	52.3753	0	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	3.03924	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	12.1314	0	18.5495	57.8467	0
PWY-6630: superpathway of L-tyrosine biosynthesis	59.8396	40.4237	55.235	116.92	65.9851
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.03978	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	13.0248	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	4.53652	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	9.00173
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	0	2.86425	1.45945	8.91996	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	3.52731	46.0531	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.91545	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|g__Escherichia.s__Escherichia_coli	0	0	1.3029	35.5808	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.164999	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.59735	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	3.59599	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|unclassified	0	0	2.11262	0	0
PWY-6700: queuosine biosynthesis I (de novo)	603.89	546.907	400.866	294.05	481.799
PWY-6700: queuosine biosynthesis I (de novo)|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	4.8528	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Akkermansia.s__Akkermansia_muciniphila	0	4.42599	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	9.42132
PWY-6700: queuosine biosynthesis I (de novo)|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	0.286142	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_caccae	0	9.10067	22.389	5.51738	7.28724
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	1.05663	0	5.96186
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_dorei	99.5846	0	86.2912	6.29438	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	9.40415	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_faecis	33.2647	0	0	0	1.062
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_finegoldii	0	0.339842	0	1.61453	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_fragilis	0	11.1928	5.31171	0.826111	31.96
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_massiliensis	148.405	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_ovatus	7.7845	0.260307	4.89887	2.39326	12.214
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_stercoris	54.6599	9.36084	49.7396	0.793416	205.517
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	20.6127	7.1413	0.872658	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_uniformis	113.739	84.0785	5.10224	4.21823	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_vulgatus	0	358.751	0	21.24	40.8395
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	31.2628	0.0802807	2.91651
PWY-6700: queuosine biosynthesis I (de novo)|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	10.7615	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Blautia_obeum	0	0.646753	1.05771	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Blautia_sp_CAG_52	0	0	2.07511	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Ruminococcus_gnavus	0	0	21.8929	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Ruminococcus_torques	0	0	31.3325	9.3035	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	0	5.99308	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_21	0	4.04345	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.84627	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Collinsella.s__Collinsella_aerofaciens	0	0	3.1376	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Coprococcus.s__Coprococcus_comes	0	0	5.43486	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Dialister.s__Dialister_invisus	0	6.93702	0	12.0339	6.38967
PWY-6700: queuosine biosynthesis I (de novo)|g__Dorea.s__Dorea_longicatena	0	0	1.82879	0.937489	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.292893	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Escherichia.s__Escherichia_coli	0	0	2.24168	47.3598	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.15225	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.22124	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Eubacterium.s__Eubacterium_eligens	0	0	2.17307	1.36287	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	4.84547	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	21.5097	2.0011	1.81626	26.5474	43.1422
PWY-6700: queuosine biosynthesis I (de novo)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	17.091	1.14316	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0	0	0	1.41739	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	1.53223	0	1.86981	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	2.23169	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Hungatella.s__Hungatella_hathewayi	0	3.15196	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.36715	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	1.65266	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Lachnoclostridium.s__Clostridium_symbiosum	5.02322	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	3.23095	9.64195	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	6.90069	8.13242	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	3.05107	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Mesosutterella.s__Mesosutterella_multiformis	0	0	0	0	3.94537
PWY-6700: queuosine biosynthesis I (de novo)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.3762	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Parabacteroides.s__Parabacteroides_distasonis	0	1.40888	13.0181	2.36959	15.3793
PWY-6700: queuosine biosynthesis I (de novo)|g__Parabacteroides.s__Parabacteroides_merdae	8.86061	0	13.6746	2.88883	10.5055
PWY-6700: queuosine biosynthesis I (de novo)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	17.031	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	5.63963	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Prevotella.s__Prevotella_corporis	0	0	0.956519	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	2.83936	0.809118	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Roseburia.s__Roseburia_faecis	14.1273	1.84483	0	1.22222	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Roseburia.s__Roseburia_hominis	0.828056	1.1838	1.74173	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Roseburia.s__Roseburia_intestinalis	30.1314	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Roseburia.s__Roseburia_sp_CAG_100	3.25562	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	1.96035	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	6.47025
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	1.68765	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	2.99579	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	4.57565	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	14.3521	3.47948
PWY-6700: queuosine biosynthesis I (de novo)|unclassified	21.2704	21.7317	28.1435	53.3081	62.7146
PWY-6703: preQ0 biosynthesis	506.626	472.949	382.154	176.776	383.497
PWY-6703: preQ0 biosynthesis|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	4.43725	0	0
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	2.99598	0	0	0
PWY-6703: preQ0 biosynthesis|g__Alistipes.s__Alistipes_putredinis	0	0	30.4668	0	0
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	3.44623	1.27538	8.8767	0	9.45254
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	9.03796	22.7326	5.70714	8.01423
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	2.62876	0	17.845
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_dorei	100.493	0	88.4023	2.47074	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	6.74971	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_faecis	30.0949	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	9.23466	32.2678	1.299	21.1574
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	132.888	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	2.61871	0	6.60205	0.473695	3.3149
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	86.3754	14.3269	59.3914	1.03658	214.268
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	19.8187	6.32734	0.236802	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	116.276	68.5667	4.6559	5.32703	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	293.577	0	23.858	27.7806
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	17.3978	0	5.48993
PWY-6703: preQ0 biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	8.70217	0
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	0	0	2.2859	0	0
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	16.3885	0.584337	0
PWY-6703: preQ0 biosynthesis|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	0	7.51094	0	0	0
PWY-6703: preQ0 biosynthesis|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_21	0	6.2181	0	0	0
PWY-6703: preQ0 biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.22975	0
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	0	9.78347	0	15.1474	14.0344
PWY-6703: preQ0 biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.557149	0
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0.561411	43.7545	0
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.79747	0
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.179391	0
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	0	0	4.76788	5.10771	3.61292
PWY-6703: preQ0 biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.32531	8.52417	0
PWY-6703: preQ0 biosynthesis|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	3.37765	0
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	2.25105	14.6218	2.35101	15.9018
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_johnsonii	0	0	0	0	1.46141
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	11.2608	0.215673	12.7468	3.11451	8.69154
PWY-6703: preQ0 biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	5.0739	0	0
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_copri	0	8.58283	0	0	0
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_CAG_891	0	0.784556	0	0	0
PWY-6703: preQ0 biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	1.62874	0	0
PWY-6703: preQ0 biosynthesis|unclassified	0	4.0403	8.84871	18.1812	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	11.4414	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)|g__Escherichia.s__Escherichia_coli	0	0	0	1.80626	0
PWY-6731: starch degradation III	278.441	122.431	157.332	114.829	207.946
PWY-6731: starch degradation III|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	3.00868	0	15.5405
PWY-6731: starch degradation III|g__Bacteroides.s__Bacteroides_fragilis	0	10.5538	2.90056	0	9.29123
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	0	0	1.19234	0	0
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	0	0	2.11842	0	0
PWY-6731: starch degradation III|g__Coprococcus.s__Coprococcus_comes	0	0	8.11827	0	0
PWY-6731: starch degradation III|g__Escherichia.s__Escherichia_coli	0	0	0	48.9871	0
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	7.92188	0	1.79613	0	0
PWY-6731: starch degradation III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	3.46782	0	4.55057	0
PWY-6731: starch degradation III|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	5.01718	10.8763	0
PWY-6731: starch degradation III|unclassified	4.08155	0	5.10739	3.03718	0
PWY-6749: CMP-legionaminate biosynthesis I	0	27.9176	11.6885	3.47678	0
PWY-6803: phosphatidylcholine acyl editing	0	0	20.0448	181.912	0
PWY-6803: phosphatidylcholine acyl editing|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.8385	0
PWY-6803: phosphatidylcholine acyl editing|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.178381	0
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	0	0	0	88.7061	0
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.0582455	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_aerogenes	0	0	0	0.119889	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	6.0161	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	13.3768	0
PWY-6803: phosphatidylcholine acyl editing|unclassified	0	0	4.50249	0	0
PWY-6807: xyloglucan degradation II (exoglucanase)	24.9711	0	25.3223	10.92	0
PWY-6823: molybdopterin biosynthesis	166.116	29.9697	140.703	128.639	84.8836
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	5.21688	0	5.75293
PWY-6823: molybdopterin biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	8.7601	0
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	2.00194	2.32542	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	0	0	2.59513	0	0
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	21.0975	0	0
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	0	1.16486	54.8694	9.03733	0
PWY-6823: molybdopterin biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.24637	0
PWY-6823: molybdopterin biosynthesis|g__Coprococcus.s__Coprococcus_comes	0	0	6.77266	1.17083	0
PWY-6823: molybdopterin biosynthesis|g__Dorea.s__Dorea_longicatena	0	0.889683	2.38565	0	0
PWY-6823: molybdopterin biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	26.9757	0
PWY-6823: molybdopterin biosynthesis|g__Escherichia.s__Escherichia_fergusonii	0	0	0	2.20195	0
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	1.1396	0	0
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	36.5442	3.48844	3.52115	30.6316	52.903
PWY-6823: molybdopterin biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	2.97233	0
PWY-6823: molybdopterin biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0	1.63538	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	1.94089	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Lachnoclostridium.s__Clostridium_symbiosum	3.19272	0	0	0	0
PWY-6823: molybdopterin biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	13.4071	9.04538	0
PWY-6823: molybdopterin biosynthesis|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	2.77057	0
PWY-6823: molybdopterin biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	3.51261	0
PWY-6823: molybdopterin biosynthesis|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	1.8465	3.19565	0
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	27.9441	4.3923	2.60872	3.58968	3.71816
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_intestinalis	71.6988	0	0	0	0
