# Pathway	SRR5983287.clean.concat_Abundance-CPM	SRR5983306.clean.concat_Abundance-CPM	SRR5983438.clean.concat_Abundance-CPM	SRR5983451.clean.concat_Abundance-CPM	SRR5983464.clean.concat_Abundance-CPM
PWY-6823: molybdopterin biosynthesis|g__Sutterella.s__Sutterella_wadsworthensis	5.48621	0	0	0	0
PWY-6823: molybdopterin biosynthesis|unclassified	0	10.2701	13.2892	7.29944	12.2342
PWY-6859: all-trans-farnesol biosynthesis	61.9159	51.6821	107.973	58.4453	46.6195
PWY-6859: all-trans-farnesol biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.32049	0
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	5.49551	0
PWY-6859: all-trans-farnesol biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	4.07528	0
PWY-6859: all-trans-farnesol biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	1.2337	0
PWY-6859: all-trans-farnesol biosynthesis|unclassified	0	0	0.706232	0	0
PWY-6876: isopropanol biosynthesis (engineered)	14.6141	0	0	0	4.94491
PWY-6876: isopropanol biosynthesis (engineered)|g__Flavonifractor.s__Flavonifractor_plautii	10.044	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	305.702	220.302	284.103	140.877	181.079
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.25428	12.453	0	17.7994
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	7.97048	16.0059	3.9855	5.97609
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	1.38486	0	8.75397
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	24.4998	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0	0.366222	0	1.19517	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	10.6647	14.2139	0	17.1612
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	5.35473	0	7.33532	1.1849	14.6544
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	17.165	5.05609	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	83.3608	68.0996	5.16264	5.57704	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	17.8634	0.229723	1.58837
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	0	0	1.66287	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	2.03813	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	35.4496	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.04349	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Coprococcus.s__Coprococcus_comes	0	0	6.61584	1.66445	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	53.934	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0	0	3.29051	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	1.91112	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	2.83473	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	8.02525	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	47.2911	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	7.17354	3.56702	7.60667	7.31292	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	27.3279	32.8634	174.722	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.06954	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	32.0112	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|unclassified	0	2.3466	7.97818	0	0
PWY-6897: thiamine diphosphate salvage II	361.433	299.032	259.836	195.445	201.382
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_fragilis	0	0	2.76421	0	3.49405
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	4.26705	0	6.6247	0	11.8933
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	97.7038	81.4725	3.97486	4.48859	0
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	22.9901	0	0
PWY-6897: thiamine diphosphate salvage II|g__Blautia.s__Ruminococcus_torques	0	0	10.3319	0	0
PWY-6897: thiamine diphosphate salvage II|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.10317	0
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	0	9.43532	0	15.6669	10.0259
PWY-6897: thiamine diphosphate salvage II|g__Dorea.s__Dorea_longicatena	0	0	3.10631	0	0
PWY-6897: thiamine diphosphate salvage II|g__Escherichia.s__Escherichia_coli	0	0	0	32.3143	0
PWY-6897: thiamine diphosphate salvage II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	4.03783	2.56274	21.8671	0
PWY-6897: thiamine diphosphate salvage II|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	3.16383	0
PWY-6897: thiamine diphosphate salvage II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	3.65944	0
PWY-6897: thiamine diphosphate salvage II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	13.9934	10.6982	0
PWY-6897: thiamine diphosphate salvage II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	15.7485	0
PWY-6897: thiamine diphosphate salvage II|g__Prevotella.s__Prevotella_copri	0	11.1565	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	2.10355	0	0
PWY-6897: thiamine diphosphate salvage II|unclassified	0	2.44087	10.6098	1.81126	3.21211
PWY-6901: superpathway of glucose and xylose degradation	124.277	171.886	259.834	210.144	159.239
PWY-6901: superpathway of glucose and xylose degradation|g__Bacteroides.s__Bacteroides_fragilis	0	0.913873	4.47921	0	14.2554
PWY-6901: superpathway of glucose and xylose degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.8642	0
PWY-6901: superpathway of glucose and xylose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	59.0196	0
PWY-6901: superpathway of glucose and xylose degradation|unclassified	0	0	13.7777	8.62343	0
PWY-6902: chitin degradation II (Vibrio)	254.609	402.408	135.529	44.4148	268.793
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	1.50626	0	3.25906
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_faecis	63.6777	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	1.08103
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_stercoris	58.2187	9.21362	65.5118	0	238.184
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	45.2952	14.155	0	0
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	117.891	103.679	5.41769	7.48403	0
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_vulgatus	0	232.119	0	17.2504	15.2665
PWY-6902: chitin degradation II (Vibrio)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0.499564	0
PWY-6902: chitin degradation II (Vibrio)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	26.7737	0.699183	0
PWY-6902: chitin degradation II (Vibrio)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.29595	0
PWY-6902: chitin degradation II (Vibrio)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	1.79084	0	6.02163	0
PWY-6902: chitin degradation II (Vibrio)|unclassified	0	1.43957	2.65526	1.92162	0
PWY-6906: chitin derivatives degradation	0	73.6303	16.4108	26.5363	0
PWY-6906: chitin derivatives degradation|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0.949624	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	0	6.40404	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0.657185	29.614	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis|unclassified	0	0	0.62557	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	106.559	29.7392	307.496	235.919	92.6586
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	12.7904	1.48953	9.89308	0	11.4068
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	2.65248	0	13.7573
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Bacteroides.s__Bacteroides_fragilis	0	8.34022	2.86974	0	21.525
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_gnavus	0	0	21.3984	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	0	0	56.1573	1.69052	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.06163	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Coprococcus.s__Coprococcus_comes	0	0	4.44412	1.25692	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.57108	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Escherichia.s__Escherichia_coli	0	0	2.13369	88.1413	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.65235	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	0	0	2.9301	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_sp_36_13	0	0	0	1.44342	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	5.59643	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	26.6658	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	1.73119	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	1.90098	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.38733	7.60261	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Roseburia.s__Roseburia_faecis	22.3607	2.99311	0	0	2.29942
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	2.41525	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	8.39914	1.4958	9.51317	33.8207	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	5.02255	0	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	4.61721	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0	0	6.91931	51.5266	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.04464	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.265604	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|g__Escherichia.s__Escherichia_coli	0	0	0	37.5725	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.34106	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|unclassified	0	0	1.44657	0.368139	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	18.654	10.6	53.3294	160.96	80.6117
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Escherichia.s__Escherichia_coli	0	0	0	72.3294	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	0	0	1.72721	13.2776	0
PWY-6992: 1,5-anhydrofructose degradation	0	18.096	8.26048	11.0474	56.1554
PWY-6992: 1,5-anhydrofructose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	9.06008	0
PWY-7013: (S)-propane-1,2-diol degradation	61.8845	10.3378	4.1263	37.6633	12.0951
PWY-7013: (S)-propane-1,2-diol degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.83831	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	1.07065	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Escherichia.s__Escherichia_coli	0	0	0	1.73119	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.052671	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	14.5216	0.730499	1.54685	0	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Flavonifractor.s__Flavonifractor_plautii	14.1703	3.4642	1.41428	0.271771	6.67854
PWY-7013: (S)-propane-1,2-diol degradation|g__Klebsiella.s__Klebsiella_aerogenes	0	0	0	0.0278148	0
PWY-7013: (S)-propane-1,2-diol degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.187607	0
PWY-7013: (S)-propane-1,2-diol degradation|unclassified	0	1.26707	0	4.61646	0
PWY-702: L-methionine biosynthesis II	66.8098	9.44402	106.241	139.677	35.9025
PWY-702: L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	1.76876	0	9.5869	0	3.49609
PWY-702: L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	24.9899	0	0
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	1.61849	0.934314	0
PWY-702: L-methionine biosynthesis II|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.31838	0
PWY-702: L-methionine biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.631238	0
PWY-702: L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	1.11955	63.2461	0
PWY-702: L-methionine biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.304345	0
PWY-702: L-methionine biosynthesis II|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.166487	0
PWY-702: L-methionine biosynthesis II|unclassified	5.07496	1.24191	9.22552	6.10422	0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0	0	0	22.0895	0
PWY-7039: phosphatidate metabolism, as a signaling molecule|g__Escherichia.s__Escherichia_coli	0	0	0	10.1066	0
PWY-7039: phosphatidate metabolism, as a signaling molecule|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	3.50008	0
PWY-7094: fatty acid salvage	0	0	3.9782	31.0085	0
PWY-7094: fatty acid salvage|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.56801	0
PWY-7094: fatty acid salvage|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.236478	0
PWY-7094: fatty acid salvage|g__Escherichia.s__Escherichia_coli	0	0	0	5.81889	0
PWY-7094: fatty acid salvage|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.149588	0
PWY-7094: fatty acid salvage|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.117699	0
PWY-7094: fatty acid salvage|unclassified	0	0	3.03208	2.11601	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	388.594	63.9861	478.045	422.509	213.939
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	8.23946	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	9.98613	0	10.8741	0	12.3313
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_uniformis	0	0	5.71773	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	2.15161	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_longum	4.80926	0	11.9444	0	7.86805
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	28.2712	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_obeum	0.640069	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_wexlerae	1.57718	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_gnavus	0	0	33.9691	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	0	0.677718	37.5643	6.17042	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.87883	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_comes	0	0	8.50572	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_longicatena	0	0	8.13011	3.96801	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.574362	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	0	0	0	134.688	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.679001	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	0	0	2.97642	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	10.8838	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	8.14533	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	27.69	0.987787	1.71313	21.3305	41.6241
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	21.3639	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Flavonifractor.s__Flavonifractor_plautii	16.9054	3.34275	3.20309	0	3.8242
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Hungatella.s__Hungatella_hathewayi	0	4.3648	0	0.645982	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	7.2093	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	3.33989	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	8.66066	6.53599	0.934254
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	14.1205	0	10.6019
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	15.4135	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_faecis	23.3728	3.74264	2.24899	1.88151	3.09481
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_hominis	2.43276	1.31508	1.92378	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_intestinalis	70.2591	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_inulinivorans	0	0.314035	0.260401	0.483985	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	3.64551	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	11.3946
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	4.89019	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	10.2506	4.6951	34.9971	21.3328	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	8.4789	0	69.939	108.167	19.1074
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Citrobacter.s__Citrobacter_freundii	0	0	0	7.0381	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.262913	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Escherichia.s__Escherichia_coli	0	0	0	31.6934	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.106384	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.262217	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	0	0	2.78847	2.69145	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	12.7381	2.65473	110.22	154.797	12.8079
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Citrobacter.s__Citrobacter_freundii	0	0	0	7.11522	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.230496	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Escherichia.s__Escherichia_coli	0	0	0	91.6347	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.204566	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	0	0.929204	7.5985	3.61179	0
PWY-7118: chitin deacetylation	2.53786	0.778969	4.94302	82.1294	0
PWY-7118: chitin deacetylation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.30112	0
PWY-7118: chitin deacetylation|g__Escherichia.s__Escherichia_coli	0	0	0	59.932	0
PWY-7118: chitin deacetylation|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.097772	0
PWY-7118: chitin deacetylation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	8.97053	0
PWY-7118: chitin deacetylation|unclassified	0	0	2.83933	3.111	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0	48.0447	108.331	11.938
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.83646	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	39.902	0
